location,context,source,target,notes,developer comments
ItemDefinitionCharacter.csv,name_en,Osamu Saitou,Osamu Saitou,,
ItemDefinitionCharacter.csv,desc_stature_en,190cm,190cm,,
ItemDefinitionCharacter.csv,desc_birth_en,18th May,18th May,,
ItemDefinitionCharacter.csv,desc_age_en,29,29,,
ItemDefinitionCharacter.csv,desc_hobby_en,"Gem, sudoku","Gem, sudoku",,
ItemDefinitionCharacter.csv,desc_en,"Osamu Saitou is perfect as a company director; he is calm, decisive and performs his daily routines like an accurate robot. When it comes to work, he is strict to himself as well as his employees, so they often refer to him as the ""Devil Boss"". If one has to find out a weak point of his, it is probably his younger sister who is still in high school, Mami Saitou.","Osamu Saitou is perfect as a company director; he is calm, decisive and performs his daily routines like an accurate robot. When it comes to work, he is strict to himself as well as his employees, so they often refer to him as the ""Devil Boss"". If one has to find out a weak point of his, it is probably his younger sister who is still in high school, Mami Saitou.",,
ItemDefinitionCharacter.csv,name_en,Sawako Kitami,Sawako Kitami,,
ItemDefinitionCharacter.csv,desc_stature_en,160cm,160cm,,
ItemDefinitionCharacter.csv,desc_birth_en,15th October,15th October,,
ItemDefinitionCharacter.csv,desc_age_en,32,32,,
ItemDefinitionCharacter.csv,desc_hobby_en,"Card game, dress","Card game, dress",,
ItemDefinitionCharacter.csv,desc_en,"Despite Sawako's somewhat naive looks, she has everything well-organized at home. She is also able to enjoy her hobbies at free time, which has made nearby housewives very envious as they often come to her for tips. She has won a lot of popularity in her neighborhood, especially amongst the kids as they often refer to her as ""the ideal mother"".","Despite Sawako's somewhat naive looks, she has everything well-organized at home. She is also able to enjoy her hobbies at free time, which has made nearby housewives very envious as they often come to her for tips. She has won a lot of popularity in her neighborhood, especially amongst the kids as they often refer to her as ""the ideal mother"".",,
ItemDefinitionCharacter.csv,name_en,Ein,Ein,,
ItemDefinitionCharacter.csv,desc_stature_en,175cm,175cm,,
ItemDefinitionCharacter.csv,desc_birth_en,13th April,13th April,,
ItemDefinitionCharacter.csv,desc_cv_en,Tetsuya Kakihara,Tetsuya Kakihara,,
ItemDefinitionCharacter.csv,desc_hobby_en,"Fruit, hunting, game consoles","Fruit, hunting, game consoles",,
ItemDefinitionCharacter.csv,desc_en,"Ein is the descendant of an ancient race. Their most significant trait is their appearance. Male or female, old or young, all of them have some characteristics that can be linked to animals. He took his father's words to look for a hunting ground when he was 16. Accidentally, he stepped onto the land of far east where his instinct was awakened by a certain object. It is at this moment, he realized he have already found his ""hunting ground"".","Ein is the descendant of an ancient race. Their most significant trait is their appearance. Male or female, old or young, all of them have some characteristics that can be linked to animals. He took his father's words to look for a hunting ground when he was 16. Accidentally, he stepped onto the land of far east where his instinct was awakened by a certain object. It is at this moment, he realized he have already found his ""hunting ground"".",,
ItemDefinitionCurrency.csv,name_en,Jade,Jade,,
ItemDefinitionCurrency.csv,desc_en,Can be used to buy props.,Can be used to buy props.,,
ItemDefinitionCurrency.csv,name_en,Copper,Copper,,
ItemDefinitionCurrency.csv,desc_en,An ordinary currency issued by the Mahjong Soul Temple. Can be used for a variety of purposes.,An ordinary currency issued by the Mahjong Soul Temple. Can be used for a variety of purposes.,,
ItemDefinitionCurrency.csv,name_en,,,,
ItemDefinitionCurrency.csv,desc_en,,,,
ItemDefinitionCurrency.csv,name_en,Outfit Voucher,Outfit Voucher,,
ItemDefinitionCurrency.csv,desc_en,A currency used to purchase outfits,A currency used to purchase outfits,,
ItemDefinitionItem.csv,name_en,,,,
ItemDefinitionItem.csv,desc_en,,,,
ItemDefinitionItem.csv,name_en,Trial Ticket,Trial Ticket,,
ItemDefinitionItem.csv,desc_en,Entrance ticket to the Path of Trial.,Entrance ticket to the Path of Trial.,,
ItemDefinitionItem.csv,name_en,Midorimiya Keita-Cup Ticket,Midorimiya Keita-Cup Ticket,,
ItemDefinitionItem.csv,desc_en,Entrance ticket used by the organizer of Midorimiya Keita-Cup.,Entrance ticket used by the organizer of Midorimiya Keita-Cup.,,
ItemDefinitionItem.csv,name_en,Summon Scroll,Summon Scroll,,
ItemDefinitionItem.csv,desc_en,A scroll bless by the shrine. \nUse it to perform a free summon for once.,A scroll bless by the shrine. \nUse it to perform a free summon for once.,,
ItemDefinitionItem.csv,name_en,Wishing Stone,Wishing Stone,,
ItemDefinitionItem.csv,desc_en,You can find hope in this enchanted stone. Use it to redeem items in Wishing Shop.,You can find hope in this enchanted stone. Use it to redeem items in Wishing Shop.,,
ItemDefinitionItem.csv,name_en,Star Stone,Star Stone,,
ItemDefinitionItem.csv,desc_en,You can find emotions in this enchanted stone. Use it to redeem items in Star Shop.,You can find emotions in this enchanted stone. Use it to redeem items in Star Shop.,,
ItemDefinitionItem.csv,name_en,Star Dust,Star Dust,,
ItemDefinitionItem.csv,desc_en,Slightly enchanted dust of Star Stone. Use it to redeem items in Fortune Shop. Available via donation of gifts in Inventory.,Slightly enchanted dust of Star Stone. Use it to redeem items in Fortune Shop. Available via donation of gifts in Inventory.,,
ItemDefinitionItem.csv,name_en,Sphere of Courage,Sphere of Courage,,
ItemDefinitionItem.csv,desc_en,A brave heart. Can be purchased from Wishing Shop and Misc Shop. Also available from Match Chests (Silver Room or above).,A brave heart. Can be purchased from Wishing Shop and Misc Shop. Also available from Match Chests (Silver Room or above).,,
ItemDefinitionItem.csv,name_en,Sphere of Will,Sphere of Will,,
ItemDefinitionItem.csv,desc_en,Determination without regret. Can be purchased from Wishing Shop and Misc Shop. Also available from Match Chests (Silver Room or above).,Determination without regret. Can be purchased from Wishing Shop and Misc Shop. Also available from Match Chests (Silver Room or above).,,
ItemDefinitionItem.csv,name_en,Sphere of Honesty,Sphere of Honesty,,
ItemDefinitionItem.csv,desc_en,A firm oath. Can be purchased from Wishing Shop and Misc Shop. Also available from Match Chests (Silver Room or above).,A firm oath. Can be purchased from Wishing Shop and Misc Shop. Also available from Match Chests (Silver Room or above).,,
ItemDefinitionItem.csv,name_en,Sphere of Love,Sphere of Love,,
ItemDefinitionItem.csv,desc_en,Unconditional love. Can be purchased from Wishing Shop and Misc Shop. Also available from Match Chests (Silver Room or above).,Unconditional love. Can be purchased from Wishing Shop and Misc Shop. Also available from Match Chests (Silver Room or above).,,
ItemDefinitionItem.csv,name_en,Sphere of Wisdom,Sphere of Wisdom,,
ItemDefinitionItem.csv,desc_en,The obsession of knowledge seeking. Can be purchased from Wishing Shop and Misc Shop. Also available from Match Chests (Silver Room or above).,The obsession of knowledge seeking. Can be purchased from Wishing Shop and Misc Shop. Also available from Match Chests (Silver Room or above).,,
ItemDefinitionItem.csv,name_en,Sphere of Innocence,Sphere of Innocence,,
ItemDefinitionItem.csv,desc_en,"Pure, innocent kindness. Can be purchased from Wishing Shop and Misc Shop. Also available from Match Chests (Silver Room or above).","Pure, innocent kindness. Can be purchased from Wishing Shop and Misc Shop. Also available from Match Chests (Silver Room or above).",,
ItemDefinitionItem.csv,name_en,Sphere of Hope,Sphere of Hope,,
ItemDefinitionItem.csv,desc_en,Immortal faith. Can be purchased from Wishing Shop and Misc Shop. Also available from Match Chests (Silver Room or above).,Immortal faith. Can be purchased from Wishing Shop and Misc Shop. Also available from Match Chests (Silver Room or above).,,
ItemDefinitionItem.csv,name_en,Sphere of Light,Sphere of Light,,
ItemDefinitionItem.csv,desc_en,The brightest light. Can be purchased from Wishing Shop and Misc Shop. Also available from Match Chests (Silver Room or above).,The brightest light. Can be purchased from Wishing Shop and Misc Shop. Also available from Match Chests (Silver Room or above).,,
ItemDefinitionItem.csv,name_en,Rename Scroll,Rename Scroll,,
ItemDefinitionItem.csv,desc_en,Use this mysterious scroll to change your nickname once. You may change your nickname in Personal Info. It can only be used once every 30 days.,Use this mysterious scroll to change your nickname once. You may change your nickname in Personal Info. It can only be used once every 30 days.,,
ItemDefinitionItem.csv,name_en,Summon Stone,Summon Stone,,
ItemDefinitionItem.csv,desc_en,Collect them to summon.,Collect them to summon.,,
ItemDefinitionItem.csv,name_en,Light Novel,Light Novel,,
ItemDefinitionItem.csv,desc_en,"Written by Keikumusume, the novel is a necessary item required to build a bond with Keikumusume. It is published on school literature club’s magazine. Just you know, the cover has nothing to do with its actual content.","Written by Keikumusume, the novel is a necessary item required to build a bond with Keikumusume. It is published on school literature club’s magazine. Just you know, the cover has nothing to do with its actual content.",,
ItemDefinitionItem.csv,name_en,Handmade Cookie,Handmade Cookie,,
ItemDefinitionItem.csv,desc_en,"Doesn't look great, but tastes okay. Give it to a character to increase your Bond with him/her by 200 points. Characters who love cookies will receive bonus Bond points.","Doesn't look great, but tastes okay. Give it to a character to increase your Bond with him/her by 200 points. Characters who love cookies will receive bonus Bond points.",,
ItemDefinitionItem.csv,name_en,Danish Cookie,Danish Cookie,,
ItemDefinitionItem.csv,desc_en,Classic flavor. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love cookies will receive bonus Bond points.,Classic flavor. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love cookies will receive bonus Bond points.,,
ItemDefinitionItem.csv,name_en,Delicious Cookie,Delicious Cookie,,
ItemDefinitionItem.csv,desc_en,It's so delicious. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love cookies will receive bonus Bond points.,It's so delicious. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love cookies will receive bonus Bond points.,,
ItemDefinitionItem.csv,name_en,Nostalgic Console,Nostalgic Console,,
ItemDefinitionItem.csv,desc_en,You can play Tetris on it. Give it to a character to increase your Bond with him/her by 200 points. Characters who love game consoles will receive bonus Bond points.,You can play Tetris on it. Give it to a character to increase your Bond with him/her by 200 points. Characters who love game consoles will receive bonus Bond points.,,
ItemDefinitionItem.csv,name_en,Xwitch Console,Xwitch Console,,
ItemDefinitionItem.csv,desc_en,A pretty cool handheld console. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love game consoles will receive bonus Bond points.,A pretty cool handheld console. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love game consoles will receive bonus Bond points.,,
ItemDefinitionItem.csv,name_en,Powerful Console,Powerful Console,,
ItemDefinitionItem.csv,desc_en,A powerful console. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love game consoles will receive bonus Bond points.,A powerful console. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love game consoles will receive bonus Bond points.,,
ItemDefinitionItem.csv,name_en,Simple Art,Simple Art,,
ItemDefinitionItem.csv,desc_en,A good table top decoration. Give it to a character to increase your Bond with him/her by 200 points. Characters who love artworks will receive bonus Bond points.,A good table top decoration. Give it to a character to increase your Bond with him/her by 200 points. Characters who love artworks will receive bonus Bond points.,,
ItemDefinitionItem.csv,name_en,Wall Painting,Wall Painting,,
ItemDefinitionItem.csv,desc_en,"Very artistic, good for room decoration. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love artworks will receive bonus Bond points.","Very artistic, good for room decoration. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love artworks will receive bonus Bond points.",,
ItemDefinitionItem.csv,name_en,Classic Painting,Classic Painting,,
ItemDefinitionItem.csv,desc_en,A masterpiece worth millions of dollars. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love artworks will receive bonus Bond points.,A masterpiece worth millions of dollars. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love artworks will receive bonus Bond points.,,
ItemDefinitionItem.csv,name_en,Common Beer Mug,Common Beer Mug,,
ItemDefinitionItem.csv,desc_en,Common beer mugs that can be seen everywhim/here. Give it to a character to increase your Bond with him/her by 200 points. Characters who love wine will receive bonus Bond points.,Common beer mugs that can be seen everywhim/here. Give it to a character to increase your Bond with him/her by 200 points. Characters who love wine will receive bonus Bond points.,,
ItemDefinitionItem.csv,name_en,Exquisite Wine Glass,Exquisite Wine Glass,,
ItemDefinitionItem.csv,desc_en,Bespoke-made wine glass. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love wine will receive bonus Bond points.,Bespoke-made wine glass. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love wine will receive bonus Bond points.,,
ItemDefinitionItem.csv,name_en,Valuable Goblet,Valuable Goblet,,
ItemDefinitionItem.csv,desc_en,A world-renowned famous goblet. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love wine will receive bonus Bond points.,A world-renowned famous goblet. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love wine will receive bonus Bond points.,,
ItemDefinitionItem.csv,name_en,Small Diamond,Small Diamond,,
ItemDefinitionItem.csv,desc_en,"A very common, affordable accessory. Give it to a character to increase your Bond with him/her by 200 points. Characters who love diamonds will receive bonus Bond points.","A very common, affordable accessory. Give it to a character to increase your Bond with him/her by 200 points. Characters who love diamonds will receive bonus Bond points.",,
ItemDefinitionItem.csv,name_en,Large Diamond,Large Diamond,,
ItemDefinitionItem.csv,desc_en,A symbol of luxury. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love diamonds will receive bonus Bond points.,A symbol of luxury. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love diamonds will receive bonus Bond points.,,
ItemDefinitionItem.csv,name_en,Heart of the Ocean,Heart of the Ocean,,
ItemDefinitionItem.csv,desc_en,A very rare treasure. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love diamonds will receive bonus Bond points.,A very rare treasure. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love diamonds will receive bonus Bond points.,,
ItemDefinitionItem.csv,name_en,Teddy Bear,Teddy Bear,,
ItemDefinitionItem.csv,desc_en,An ordinary teddy bear. Give it to a character to increase your Bond with him/her by 200 points. Characters who love dolls will receive bonus Bond points.,An ordinary teddy bear. Give it to a character to increase your Bond with him/her by 200 points. Characters who love dolls will receive bonus Bond points.,,
ItemDefinitionItem.csv,name_en,Teddy Bear L,Teddy Bear L,,
ItemDefinitionItem.csv,desc_en,A cute teddy bear. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love dolls will receive bonus Bond points.,A cute teddy bear. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love dolls will receive bonus Bond points.,,
ItemDefinitionItem.csv,name_en,Teddy Bear XXL,Teddy Bear XXL,,
ItemDefinitionItem.csv,desc_en,A life size teddy bear. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love dolls will receive bonus Bond points.,A life size teddy bear. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love dolls will receive bonus Bond points.,,
ItemDefinitionItem.csv,name_en,Fanzine Booklet,Fanzine Booklet,,
ItemDefinitionItem.csv,desc_en,You can get this free booklet at comicons. Give it to a character to increase your Bond with him/her by 200 points. Characters who love fanzines will receive bonus Bond points.,You can get this free booklet at comicons. Give it to a character to increase your Bond with him/her by 200 points. Characters who love fanzines will receive bonus Bond points.,,
ItemDefinitionItem.csv,name_en,Simple Fanzine,Simple Fanzine,,
ItemDefinitionItem.csv,desc_en,A poorly printed fanzine. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love fanzines will receive bonus Bond points.,A poorly printed fanzine. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love fanzines will receive bonus Bond points.,,
ItemDefinitionItem.csv,name_en,Delicate Fanzine,Delicate Fanzine,,
ItemDefinitionItem.csv,desc_en,A beautifully designed and printed fanzine. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love fanzines will receive bonus Bond points.,A beautifully designed and printed fanzine. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love fanzines will receive bonus Bond points.,,
ItemDefinitionItem.csv,name_en,Simple Dress,Simple Dress,,
ItemDefinitionItem.csv,desc_en,Common female dress. Give it to a character to increase your Bond with him/her by 200 points. Characters who love dresses will receive bonus Bond points.,Common female dress. Give it to a character to increase your Bond with him/her by 200 points. Characters who love dresses will receive bonus Bond points.,,
ItemDefinitionItem.csv,name_en,Normal Dress,Normal Dress,,
ItemDefinitionItem.csv,desc_en,A mid-range female dress. Looks quite good. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love dresses will receive bonus Bond points.,A mid-range female dress. Looks quite good. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love dresses will receive bonus Bond points.,,
ItemDefinitionItem.csv,name_en,Gorgeous Dress,Gorgeous Dress,,
ItemDefinitionItem.csv,desc_en,"A gorgeous, elegant-looking dress. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love dresses will receive bonus Bond points.","A gorgeous, elegant-looking dress. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love dresses will receive bonus Bond points.",,
ItemDefinitionItem.csv,name_en,Bonding Heart,Bonding Heart,,
ItemDefinitionItem.csv,desc_en,Give it to a character to increase your Bond with him/her by 1000 points. This item will not consume your gift attempts.,Give it to a character to increase your Bond with him/her by 1000 points. This item will not consume your gift attempts.,,
ItemDefinitionItem.csv,name_en,Lover's Knot,Lover's Knot,,
ItemDefinitionItem.csv,desc_en,I wish this knot can bring out hearts togethim/her. Give it to a character to increase your Bond with him or him/her by 1000 points. This item will not consume your gift attempts.,I wish this knot can bring out hearts togethim/her. Give it to a character to increase your Bond with him or him/her by 1000 points. This item will not consume your gift attempts.,,
ItemDefinitionItem.csv,name_en,Valentine's Day Chocolate,Valentine's Day Chocolate,,
ItemDefinitionItem.csv,desc_en,"Valentine's Daylimited chocolate gift box - Godiwa, each box hides a little secret about love. Give it to a character to increase your bond by 1000 points. This gift cannot be broken converted into Star Dust.","Valentine's Daylimited chocolate gift box - Godiwa, each box hides a little secret about love. Give it to a character to increase your bond by 1000 points. This gift cannot be broken converted into Star Dust.",,
ItemDefinitionItem.csv,desc_en,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love cookies will receive bonus Bond points.,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love cookies will receive bonus Bond points.,,
ItemDefinitionItem.csv,desc_en,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love cookies will receive bonus Bond points.,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love cookies will receive bonus Bond points.,,
ItemDefinitionItem.csv,desc_en,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love game consoles will receive bonus Bond points.,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love game consoles will receive bonus Bond points.,,
ItemDefinitionItem.csv,desc_en,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love game consoles will receive bonus Bond points.,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love game consoles will receive bonus Bond points.,,
ItemDefinitionItem.csv,desc_en,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love artworks will receive bonus Bond points.,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love artworks will receive bonus Bond points.,,
ItemDefinitionItem.csv,desc_en,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love artworks will receive bonus Bond points.,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love artworks will receive bonus Bond points.,,
ItemDefinitionItem.csv,desc_en,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love wine will receive bonus Bond points.,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love wine will receive bonus Bond points.,,
ItemDefinitionItem.csv,desc_en,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love diamonds will receive bonus Bond points.,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love diamonds will receive bonus Bond points.,,
ItemDefinitionItem.csv,desc_en,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love diamonds will receive bonus Bond points.,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love diamonds will receive bonus Bond points.,,
ItemDefinitionItem.csv,desc_en,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love dolls will receive bonus Bond points.,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love dolls will receive bonus Bond points.,,
ItemDefinitionItem.csv,desc_en,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love dolls will receive bonus Bond points.,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love dolls will receive bonus Bond points.,,
ItemDefinitionItem.csv,desc_en,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love fanzines will receive bonus Bond points.,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love fanzines will receive bonus Bond points.,,
ItemDefinitionItem.csv,desc_en,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love fanzines will receive bonus Bond points.,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love fanzines will receive bonus Bond points.,,
ItemDefinitionItem.csv,desc_en,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love dresses will receive bonus Bond points.,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 1000 points. Characters who love dresses will receive bonus Bond points.,,
ItemDefinitionItem.csv,desc_en,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love dresses will receive bonus Bond points.,Cannot be broken converted into Star Dust. Give it to a character to increase your Bond with him/her by 5000 points. Characters who love dresses will receive bonus Bond points.,,
ItemDefinitionItem.csv,name_en,Traveler's Bag,Traveler's Bag,,
ItemDefinitionItem.csv,desc_en,A gift bag left by a nameless traveler. Contains 1 random basic gift.,A gift bag left by a nameless traveler. Contains 1 random basic gift.,,
ItemDefinitionItem.csv,name_en,Fortune Bag,Fortune Bag,,
ItemDefinitionItem.csv,desc_en,A gift bag left by a successful nobleman. Contains 1 random mid-range gift.,A gift bag left by a successful nobleman. Contains 1 random mid-range gift.,,
ItemDefinitionItem.csv,name_en,Sage's Bag,Sage's Bag,,
ItemDefinitionItem.csv,desc_en,A gift bag left by an altruistic sage. Contains 1 random premium gift.,A gift bag left by an altruistic sage. Contains 1 random premium gift.,,
ItemDefinitionItem.csv,name_en,Saint's Bag,Saint's Bag,,
ItemDefinitionItem.csv,desc_en,Saint's Bag,Saint's Bag,,
ItemDefinitionItem.csv,name_en,Moonlight Chest,Moonlight Chest,,
ItemDefinitionItem.csv,desc_en,Contains a blue gift,Contains a blue gift,,
ItemDefinitionItem.csv,name_en,Sunshine Chest,Sunshine Chest,,
ItemDefinitionItem.csv,desc_en,Contains a purple gift,Contains a purple gift,,
ItemDefinitionItem.csv,name_en,Moonlight Lucky Bag,Moonlight Lucky Bag,,
ItemDefinitionItem.csv,desc_en,Contains a blue gift of your choice,Contains a blue gift of your choice,,
ItemDefinitionItem.csv,name_en,Sunshine Lucky Bag,Sunshine Lucky Bag,,
ItemDefinitionItem.csv,desc_en,Contains a purple gift of your choice,Contains a purple gift of your choice,,
ItemDefinitionItem.csv,name_en,Riichi - Fish,Riichi - Fish,,
ItemDefinitionItem.csv,desc_en,Better not take it out when there are cats around.,Better not take it out when there are cats around.,,
ItemDefinitionItem.csv,name_en,Riichi - Green Onion,Riichi - Green Onion,,
ItemDefinitionItem.csv,desc_en,Most people like to hold it instead of eat it.,Most people like to hold it instead of eat it.,,
ItemDefinitionItem.csv,name_en,Riichi - Bone,Riichi - Bone,,
ItemDefinitionItem.csv,desc_en,Woof woof!,Woof woof!,,
ItemDefinitionItem.csv,name_en,Riichi - Chocolate,Riichi - Chocolate,,
ItemDefinitionItem.csv,desc_en,Please do not eat it.,Please do not eat it.,,
ItemDefinitionItem.csv,name_en,Riichi - Evil Eye,Riichi - Evil Eye,,
ItemDefinitionItem.csv,desc_en,A mysterious power seems to be sealed inside.,A mysterious power seems to be sealed inside.,,
ItemDefinitionItem.csv,name_en,Riichi - Jadeite,Riichi - Jadeite,,
ItemDefinitionItem.csv,desc_en,"A crystal-clear Riichi Bet. Handle with care, or you may break it.","A crystal-clear Riichi Bet. Handle with care, or you may break it.",,
ItemDefinitionItem.csv,name_en,Winning - Flame,Winning - Flame,,
ItemDefinitionItem.csv,desc_en,Summons fire when you win a game.,Summons fire when you win a game.,,
ItemDefinitionItem.csv,name_en,Winning - Cyclone,Winning - Cyclone,,
ItemDefinitionItem.csv,desc_en,Summons cyclone when you win a game.,Summons cyclone when you win a game.,,
ItemDefinitionItem.csv,name_en,Winning - Sakura,Winning - Sakura,,
ItemDefinitionItem.csv,desc_en,Summons cherry flower petals when you win a game.,Summons cherry flower petals when you win a game.,,
ItemDefinitionItem.csv,name_en,Riichi - Blue Flame,Riichi - Blue Flame,,
ItemDefinitionItem.csv,desc_en,Summons blue flame when you declare Riichi.,Summons blue flame when you declare Riichi.,,
ItemDefinitionItem.csv,name_en,Ginger Cat Paw,Ginger Cat Paw,,
ItemDefinitionItem.csv,desc_en,"A chubby paw of ginger cat. Nimble, yet elegant.","A chubby paw of ginger cat. Nimble, yet elegant.",,
ItemDefinitionItem.csv,name_en,Tablecloth - Green,Tablecloth - Green,,
ItemDefinitionItem.csv,desc_en,A table style.,A table style.,,
ItemDefinitionItem.csv,name_en,Tablecloth - Lavender,Tablecloth - Lavender,,
ItemDefinitionItem.csv,name_en,Tablecloth - Violet,Tablecloth - Violet,,
ItemDefinitionItem.csv,name_en,Tile Back - Yellow,Tile Back - Yellow,,
ItemDefinitionItem.csv,desc_en,A tile back style.,A tile back style.,,
ItemDefinitionItem.csv,name_en,Tile Back - Green,Tile Back - Green,,
ItemDefinitionItem.csv,name_en,Tile Back - Red,Tile Back - Red,,
ItemDefinitionItem.csv,name_en,Riichi - Crimson,Riichi - Crimson,,
ItemDefinitionItem.csv,desc_en,This Riichi Bet has a dangerous feel that makes people uneasy.,This Riichi Bet has a dangerous feel that makes people uneasy.,,
ItemDefinitionItem.csv,name_en,Riichi - 24K Gold,Riichi - 24K Gold,,
ItemDefinitionItem.csv,desc_en,Made with 24K pure gold. A symbol of wealth.,Made with 24K pure gold. A symbol of wealth.,,
ItemDefinitionItem.csv,name_en,Tablecloth - Christmas,Tablecloth - Christmas,,
ItemDefinitionItem.csv,desc_en,A Christmas exclusive.,A Christmas exclusive.,,
ItemDefinitionItem.csv,name_en,Riichi - Ice,Riichi - Ice,,
ItemDefinitionItem.csv,desc_en,Summons ice flakes when you declare Riichi.,Summons ice flakes when you declare Riichi.,,
ItemDefinitionItem.csv,name_en,Riichi - Fire,Riichi - Fire,,
ItemDefinitionItem.csv,desc_en,Summons fire when you declare Riichi.,Summons fire when you declare Riichi.,,
ItemDefinitionItem.csv,name_en,Winning - Dark Flame,Winning - Dark Flame,,
ItemDefinitionItem.csv,desc_en,Summons dark flame when you win a game.,Summons dark flame when you win a game.,,
ItemDefinitionItem.csv,name_en,Tablecloth - Spring Festival,Tablecloth - Spring Festival,,
ItemDefinitionItem.csv,desc_en,Happy New Year!(Spring Celebration Exclusive),Happy New Year!(Spring Celebration Exclusive),,
ItemDefinitionItem.csv,name_en,“Serious Game”,“Serious Game”,,
ItemDefinitionItem.csv,desc_en,Riichi music “Serious Game”. Change the background music when you declare Riichi. (You must activate it in Character - Effect.),Riichi music “Serious Game”. Change the background music when you declare Riichi. (You must activate it in Character - Effect.),,
ItemDefinitionItem.csv,name_en,“Intensive Battle”,“Intensive Battle”,,
ItemDefinitionItem.csv,desc_en,Riichi music “Intensive Battle”. Change the background music when you declare Riichi. (You must activate it in Character - Effect.),Riichi music “Intensive Battle”. Change the background music when you declare Riichi. (You must activate it in Character - Effect.),,
ItemDefinitionItem.csv,name_en,Riichi - Firecracker,Riichi - Firecracker,,
